Type;Registry Designator;Item Designator;Ver;Reference Name;Description;Standard(s);;Deprecated
Nrm;Normative;Normative;Nrm;Normative;Normative;Normative;Notes;Nrm
Node or Leaf;Note: Byte 8 is the version number of the registry at the point of Label registration;;;;;(where applicable);;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.68.07;0A;MXF-GC  AVC Byte Stream With VideoStream-8 SID CustomClosedGOP-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-8 SID CustomClosedGOP-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.68.08;0A;MXF-GC  AVC Byte Stream With VideoStream-8 SID CustomSlave-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-8 SID CustomSlave-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.68.7F;0A;MXF-GC  AVC Byte Stream With VideoStream-8 SID CustomUnconstrained-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-8 SID CustomUnconstrained-wrapped;SMPTE RP 2008;;
Node;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.69.00;0A;MXF-GC  AVC Byte Stream With VideoStream-9 SID;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-9 ;;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.69.01;0A;MXF-GC  AVC Byte Stream With VideoStream-9 SID Frame-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-9 SID Frame-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.69.02;0A;MXF-GC  AVC Byte Stream With VideoStream-9 SID Clip-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-9 SID Clip-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.69.03;0A;MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomStripe-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomStripe-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.69.05;0A;MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomFixedAudioSize-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomFixedAudioSize-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.69.06;0A;MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomSplice-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomSplice-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.69.07;0A;MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomClosedGOP-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomClosedGOP-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.69.08;0A;MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomSlave-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomSlave-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.69.7F;0A;MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomUnconstrained-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-9 SID CustomUnconstrained-wrapped;SMPTE RP 2008;;
Node;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6A.00;0A;MXF-GC  AVC Byte Stream With VideoStream-10 SID;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-10 ;;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6A.01;0A;MXF-GC  AVC Byte Stream With VideoStream-10 SID Frame-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-10 SID Frame-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6A.02;0A;MXF-GC  AVC Byte Stream With VideoStream-10 SID Clip-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-10 SID Clip-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6A.03;0A;MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomStripe-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomStripe-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6A.05;0A;MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomFixedAudioSize-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomFixedAudioSize-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6A.06;0A;MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomSplice-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomSplice-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6A.07;0A;MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomClosedGOP-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomClosedGOP-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6A.08;0A;MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomSlave-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomSlave-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6A.7F;0A;MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomUnconstrained-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-10 SID CustomUnconstrained-wrapped;SMPTE RP 2008;;
Node;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6B.00;0A;MXF-GC  AVC Byte Stream With VideoStream-11 SID;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-11 ;;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6B.01;0A;MXF-GC  AVC Byte Stream With VideoStream-11 SID Frame-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-11 SID Frame-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6B.02;0A;MXF-GC  AVC Byte Stream With VideoStream-11 SID Clip-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-11 SID Clip-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6B.03;0A;MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomStripe-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomStripe-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6B.05;0A;MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomFixedAudioSize-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomFixedAudioSize-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6B.06;0A;MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomSplice-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomSplice-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6B.07;0A;MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomClosedGOP-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomClosedGOP-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6B.08;0A;MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomSlave-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomSlave-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6B.7F;0A;MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomUnconstrained-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-11 SID CustomUnconstrained-wrapped;SMPTE RP 2008;;
Node;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6C.00;0A;MXF-GC  AVC Byte Stream With VideoStream-12 SID;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-12 ;;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6C.01;0A;MXF-GC  AVC Byte Stream With VideoStream-12 SID Frame-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-12 SID Frame-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6C.02;0A;MXF-GC  AVC Byte Stream With VideoStream-12 SID Clip-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-12 SID Clip-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6C.03;0A;MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomStripe-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomStripe-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6C.05;0A;MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomFixedAudioSize-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomFixedAudioSize-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6C.06;0A;MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomSplice-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomSplice-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6C.07;0A;MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomClosedGOP-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomClosedGOP-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6C.08;0A;MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomSlave-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomSlave-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6C.7F;0A;MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomUnconstrained-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-12 SID CustomUnconstrained-wrapped;SMPTE RP 2008;;
Node;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6D.00;0A;MXF-GC  AVC Byte Stream With VideoStream-13 SID;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-13 ;;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6D.01;0A;MXF-GC  AVC Byte Stream With VideoStream-13 SID Frame-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-13 SID Frame-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6D.02;0A;MXF-GC  AVC Byte Stream With VideoStream-13 SID Clip-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-13 SID Clip-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6D.03;0A;MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomStripe-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomStripe-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6D.05;0A;MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomFixedAudioSize-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomFixedAudioSize-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6D.06;0A;MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomSplice-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomSplice-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6D.07;0A;MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomClosedGOP-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomClosedGOP-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6D.08;0A;MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomSlave-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomSlave-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6D.7F;0A;MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomUnconstrained-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-13 SID CustomUnconstrained-wrapped;SMPTE RP 2008;;
Node;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6E.00;0A;MXF-GC  AVC Byte Stream With VideoStream-14 SID;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-14 ;;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6E.01;0A;MXF-GC  AVC Byte Stream With VideoStream-14 SID Frame-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-14 SID Frame-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6E.02;0A;MXF-GC  AVC Byte Stream With VideoStream-14 SID Clip-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-14 SID Clip-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6E.03;0A;MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomStripe-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomStripe-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6E.05;0A;MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomFixedAudioSize-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomFixedAudioSize-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6E.06;0A;MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomSplice-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomSplice-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6E.07;0A;MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomClosedGOP-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomClosedGOP-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6E.08;0A;MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomSlave-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomSlave-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6E.7F;0A;MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomUnconstrained-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-14 SID CustomUnconstrained-wrapped;SMPTE RP 2008;;
Node;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6F.00;0A;MXF-GC  AVC Byte Stream With VideoStream-15 SID;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-15 ;;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6F.01;0A;MXF-GC  AVC Byte Stream With VideoStream-15 SID Frame-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-15 SID Frame-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6F.02;0A;MXF-GC  AVC Byte Stream With VideoStream-15 SID Clip-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-15 SID Clip-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6F.03;0A;MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomStripe-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomStripe-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6F.05;0A;MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomFixedAudioSize-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomFixedAudioSize-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6F.06;0A;MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomSplice-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomSplice-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6F.07;0A;MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomClosedGOP-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomClosedGOP-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6F.08;0A;MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomSlave-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomSlave-wrapped;SMPTE RP 2008;;
Leaf;06.0E.2B.34.04.01.01.0A;0D.01.03.01.02.10.6F.7F;0A;MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomUnconstrained-wrapped;Identifier for a MXF-GC  AVC Byte Stream With VideoStream-15 SID CustomUnconstrained-wrapped;SMPTE RP 2008;;
